Local Path,Status,Message,URL,sector,TIC,pipeline
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093268933-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093268933-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93268933,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318160692128568320-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318160692128568320-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93268933,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318160692128568320-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318160692128568320-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93268933,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318160692128569472-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318160692128569472-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,0,TIC 93268933,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318160692128569472-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318160692128569472-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,0,TIC 93268933,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093269120-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093269120-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93269120,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093269120-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093269120-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93269120,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318162130932518912-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318162130932518912-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93269120,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318162130932518912-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318162130932518912-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93269120,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318162238316886528-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318162238316886528-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,0,TIC 93269120,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318162238316886528-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318162238316886528-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,0,TIC 93269120,CDIPS
./mastDownload/HLSP/hlsp_qlp_tess_ffi_s0009-0000000093269120_tess_v01_llc/hlsp_qlp_tess_ffi_s0009-0000000093269120_tess_v01_llc.fits,COMPLETE,,,9,TIC 93269120,QLP
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093270923-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093270923-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93270923,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093270923-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093270923-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93270923,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318059532750974720-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318059532750974720-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93270923,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318059532750974720-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318059532750974720-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93270923,CDIPS
./mastDownload/HLSP/hlsp_qlp_tess_ffi_s0009-0000000093270923_tess_v01_llc/hlsp_qlp_tess_ffi_s0009-0000000093270923_tess_v01_llc.fits,COMPLETE,,,9,TIC 93270923,QLP
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093272005-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093272005-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93272005,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093272005-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093272005-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93272005,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318104307796222464-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318104307796222464-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93272005,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093273595-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093273595-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93273595,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093273595-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093273595-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93273595,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093275001-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093275001-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93275001,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005321575122408647552-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005321575122408647552-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93275001,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093275779-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093275779-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93275779,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005321581959996214016-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005321581959996214016-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93275779,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093276234-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093276234-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93276234,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005321618724917007104-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005321618724917007104-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93276234,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093548114-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093548114-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93548114,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318571840758892288-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318571840758892288-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93548114,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093549226-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093549226-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93549226,PATHOS
./mastDownload/HLSP/hlsp_qlp_tess_ffi_s0009-0000000093549226_tess_v01_llc/hlsp_qlp_tess_ffi_s0009-0000000093549226_tess_v01_llc.fits,COMPLETE,,,9,TIC 93549226,QLP
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093549309-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093549309-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93549309,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093549309-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093549309-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93549309,PATHOS
./mastDownload/HLSP/hlsp_qlp_tess_ffi_s0009-0000000093549309_tess_v01_llc/hlsp_qlp_tess_ffi_s0009-0000000093549309_tess_v01_llc.fits,COMPLETE,,,9,TIC 93549309,QLP
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093549861-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093549861-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93549861,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093549861-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093549861-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93549861,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318493260034937984-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318493260034937984-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93549861,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318493260034937984-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318493260034937984-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93549861,CDIPS
./mastDownload/HLSP/hlsp_qlp_tess_ffi_s0009-0000000093549861_tess_v01_llc/hlsp_qlp_tess_ffi_s0009-0000000093549861_tess_v01_llc.fits,COMPLETE,,,9,TIC 93549861,QLP
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093549955-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093549955-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93549955,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093549955-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093549955-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93549955,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093550090-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093550090-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93550090,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093550090-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093550090-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93550090,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318117639374579712-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318117639374579712-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93550090,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318117639374579712-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318117639374579712-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93550090,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318117639374581760-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318117639374581760-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,0,TIC 93550090,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318117639374581760-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318117639374581760-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,0,TIC 93550090,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093550269-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093550269-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93550269,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093550269-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093550269-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93550269,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318116299344817024-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318116299344817024-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93550269,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318116299344817024-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318116299344817024-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93550269,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093550295-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093550295-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93550295,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093550295-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093550295-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93550295,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318116127546214400-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318116127546214400-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93550295,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318116127546214400-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318116127546214400-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93550295,CDIPS
./mastDownload/HLSP/hlsp_qlp_tess_ffi_s0009-0000000093550295_tess_v01_llc/hlsp_qlp_tess_ffi_s0009-0000000093550295_tess_v01_llc.fits,COMPLETE,,,9,TIC 93550295,QLP
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093550659-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093550659-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93550659,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093550659-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093550659-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93550659,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318111557701045248-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318111557701045248-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93550659,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318111557701045248-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318111557701045248-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93550659,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093550865-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093550865-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93550865,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093550865-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093550865-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93550865,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318097916884923520-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318097916884923520-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93550865,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318097916884923520-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318097916884923520-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93550865,CDIPS
./mastDownload/HLSP/hlsp_qlp_tess_ffi_s0009-0000000093550865_tess_v01_llc/hlsp_qlp_tess_ffi_s0009-0000000093550865_tess_v01_llc.fits,COMPLETE,,,9,TIC 93550865,QLP
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093551386-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093551386-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93551386,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093551386-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093551386-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93551386,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318092591125652608-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318092591125652608-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93551386,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318092591125652608-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318092591125652608-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93551386,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093552710-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093552710-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93552710,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093552710-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093552710-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93552710,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005317904162322274688-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005317904162322274688-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93552710,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005317904162322274688-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005317904162322274688-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93552710,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093553696-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093553696-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93553696,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093553696-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093553696-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93553696,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318112004377552768-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318112004377552768-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93553696,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318112004377552768-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318112004377552768-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93553696,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093554205-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093554205-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93554205,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093554205-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093554205-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93554205,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318492224939330944-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318492224939330944-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93554205,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318492224939330944-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318492224939330944-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93554205,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093554453-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093554453-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93554453,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093554453-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093554453-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93554453,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318492744638910848-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318492744638910848-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93554453,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318492744638910848-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318492744638910848-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93554453,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093554492-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093554492-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93554492,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093554492-s0009_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093554492-s0009_tess_v1_llc.fits,COMPLETE,,,9,TIC 93554492,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318493569273146496-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318493569273146496-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93554492,CDIPS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318493569273146496-0009-cam3-ccd3_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318493569273146496-0009-cam3-ccd3_tess_v01_llc.fits,COMPLETE,,,9,TIC 93554492,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093555508-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093555508-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93555508,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093555522-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093555522-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93555522,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318552496225991680-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318552496225991680-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93555522,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093555536-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093555536-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93555536,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318554076773894400-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318554076773894400-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93555536,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093555601-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093555601-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93555601,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318554179853105024-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318554179853105024-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93555601,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093630086-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093630086-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93630086,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318557237870027776-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318557237870027776-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93630086,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093630147-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093630147-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93630147,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318557512747932672-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318557512747932672-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93630147,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093630218-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093630218-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93630218,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318557581467400320-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318557581467400320-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93630218,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093630403-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093630403-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93630403,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318569676094904192-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318569676094904192-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93630403,CDIPS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093631008-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093631008-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93631008,PATHOS
./mastDownload/HLSP/hlsp_pathos_tess_lightcurve_tic-0093631142-s0008_tess_v1_llc/hlsp_pathos_tess_lightcurve_tic-0093631142-s0008_tess_v1_llc.fits,COMPLETE,,,8,TIC 93631142,PATHOS
./mastDownload/HLSP/hlsp_cdips_tess_ffi_gaiatwo0005318599362909734400-0008-cam3-ccd4_tess_v01_llc/hlsp_cdips_tess_ffi_gaiatwo0005318599362909734400-0008-cam3-ccd4_tess_v01_llc.fits,COMPLETE,,,8,TIC 93631142,CDIPS
