angDist,TMASS_ID,UKIDSS_ID,GAIAEDR3_ID,GAIADR2_G,GAIADR2_BP,GAIADR2_RP,GAIAEDR3_G,GAIAEDR3_BP,GAIAEDR3_RP,GAIADR2_PARALLAX,GAIADR2_PARALLAX_ERROR,GAIADR2_RUWE,GAIAEDR3_RA,GAIAEDR3_DEC,GAIAEDR3_PARALLAX,GAIAEDR3_PARALLAX_ERROR,GAIAEDR3_PMRA,GAIAEDR3_PMDEC,GAIAEDR3_PMRA_ERROR,GAIAEDR3_PMDEC_ERROR,GAIAEDR3_RUWE,GAIAEDR3_G_CORRECTED,GAIAEDR3_PARALLAX_CORRECTED,HDBscan_MemProb,HDBscan_Cluster,HDBscan_Stability,MemBool,angDist_Cantat-Gaudin,RA_ICRS,DE_ICRS,GaiaDR2,Plx,pmRA*,pmDE,RV,o_Gmag,Gmag,BP-RP,proba,Cluster,Teff50,ra_epoch2000_Cantat-Gaudin,dec_epoch2000_Cantat-Gaudin,TIC,RAdeg,DEdeg,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,Vmag,e_Vmag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,Dist,s_Dist,E(B-V),s_E(B-V),e_Dist,E_Dist,RAOdeg,DEOdeg
0.191182,3854008157680517430,0,5565206867388669824,,,,17.17223725144278,18.843732865100726,15.938710402379739,,,,108.13309171368059,-38.25099099963836,3.623582987134307,0.05736153,-9.80568307807262,6.837002808427229,0.0664306,0.06824742,1.0501033,17.172205,3.663209987134307,0.9731828086947022,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22638550,108.13314814257,-38.25102026617,,,,07123196-3815037,,J071231.94-381503.5,5565206867388669824,,,STAR,tmgaia2,tmgaia2,-9.975,0.161,6.578,0.177,gaia2,3.6203,0.0924,,,17.206200,0.001105,15.865,0.008,cdwrf,cdwrf,3246.0,157.0,4.7970,0.0092,,,0.433,0.016,0.428,0.023,274.3300,7.0145,0.1323,0.0026,6.8390,7.1900,108.13309345337,-38.25099194445
0.185893,3853990565494480445,0,5565212429368081152,,,,18.221629125513736,20.033225722676317,16.90444686793373,,,,108.34222699171673,-38.09580429782255,3.1195042347284185,0.10494894,-9.664990206456482,6.592734985535792,0.115833655,0.13625103,1.0131744,18.196005163439665,3.1195042347284185,0.6111547155948671,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22644120,108.34228325046,-38.09583087124,,,,07132215-3805449,,J071322.15-380544.6,5565212429368081152,,,STAR,tmgaia2,tmgaia2,-9.968,0.255,5.959,0.358,gaia2,2.9815,0.1456,,,18.222799,0.002199,16.810,0.011,cdwrf,cdwrf,3148.0,160.0,4.8366,0.0144,,,0.389,0.021,0.379,0.028,333.4720,16.6430,0.1315,0.0048,15.8280,17.4580,108.34222871579,-38.09580521518
0.190942,3853990565494480362,0,5565215113725839488,,,,16.953417231765815,18.679487694397743,15.69410444616031,,,,108.23169866121772,-38.06093254329607,3.202784397338664,0.049987976,-10.445282944848788,6.1175095745234636,0.05475809,0.059028335,1.0812844,16.953384,3.244972397338664,0.8497754388359923,0.0,0.3231041967901454,1.0,0.007995,108.23170052845,-38.0609333895,5565215113725839488,3.10327876913901,-10.0371992539677,6.43956598248399,,279,16.98311,2.9608784,0.8,Collinder_135,3270.108,108.2317576225,-38.06095973221,22638773,108.23175541565,-38.06096111541,,,,07125562-3803394,,J071255.61-380339.3,5565215113725839488,,,STAR,tmgaia2,tmgaia2,-10.037,0.128,6.440,0.145,gaia2,3.1033,0.0725,,,16.983101,0.001084,15.605,0.008,cdwrf,cdwrf,3201.0,157.0,4.7051,0.0121,,,0.537,0.019,0.534,0.022,319.5450,7.4690,0.1495,0.0026,7.2980,7.6400,108.23170052845,-38.06093338950
0.196250,3853990565494480346,0,5565215178151803392,,,,18.05720756073837,20.152577290462148,16.71867169953515,,,,108.21657327994104,-38.04303887455618,3.469122919166283,0.09628869,-9.994431069030286,6.646673994439652,0.10463537,0.11024316,0.99942684,18.057175,3.5068869191662833,0.9369424701222973,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22638792,108.21663177126,-38.04306802624,,,,07125198-3802350,,J071251.95-380234.6,5565215178151803392,,,STAR,tmgaia2,tmgaia2,-10.377,0.232,6.559,0.261,gaia2,3.2779,0.1371,,,18.094400,0.001632,16.601,0.012,cdwrf,cdwrf,3060.0,161.0,4.8394,0.0109,,,0.386,0.018,0.376,0.026,303.2830,12.7435,0.1456,0.0046,12.2180,13.2690,108.21657504252,-38.04303978762
0.175874,0,0,5565219821007634176,,,,19.822852090266025,21.066795882879777,18.438605792361983,,,,108.61740386133873,-38.130948508786005,3.1520715865237015,0.37421334,-10.025019806707983,6.007654030940458,0.38699475,0.47523952,1.0766305,19.802962318235256,3.1520715865237015,0.8716724965902533,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,771523177,108.61745762233,-38.13097297094,,,,,,,5565219821007634176,,,STAR,gaia2,gaia2,-9.466,0.750,5.476,0.962,gaia2,2.8584,0.4397,21.154,0.301,19.850300,0.005094,18.717,0.075,gbprp,gaia2,,,,,,,,,,,360.6890,66.3915,0.1039,0.0136,54.6480,78.1350,108.61740580977,-38.13094939313
0.178516,3835958574798950728,0,5565224287776153344,,,,15.504686429963488,16.640262202132377,14.451517321647346,,,,108.63634575197855,-38.10549533074998,3.2941642699278493,0.025388021,-9.11324850019172,6.511189715465486,0.027102524,0.02813982,1.0149354,15.504653,3.3326802699278493,0.5003046239241187,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22764343,108.63639717506,-38.10552399491,,,260-014969,07143273-3806198,,J071432.72-380619.7,5565224287776153344,,,STAR,tmgaia2,tmgaia2,-9.100,0.059,6.444,0.065,gaia2,3.2676,0.0338,16.480,0.195,15.516000,0.000717,14.435,0.008,cdwrf,cdwrf,3632.0,157.0,4.6104,0.0122,,,0.649,0.020,0.626,0.021,303.3990,3.1340,0.0857,0.0007,3.1020,3.1660,108.63634738139,-38.10549625129
0.188530,3835940982612910051,0,5565227105274982016,,,,9.876395036943592,9.971926243136949,9.690295281823774,,,,108.84084259984384,-38.04265907065812,3.398561539024579,0.014410216,-9.714045376356744,6.4390032096828325,0.015442703,0.016376987,0.99498165,9.876362,3.4096505390245793,0.8875880429850321,0.0,0.3231041967901454,1.0,0.002779,108.8408443034,-38.04266000358,5565227105274982016,3.33336914213565,-9.89294067811531,6.40227871234213,,219,9.872082,0.2879095,0.9,Collinder_135,8039.5996,108.84089741977,-38.04268768844,22861505,108.84089838823,-38.04268756894,,7630-01608-1,260-015106,07152181-3802336,,J071521.80-380233.5,5565227105274982016,17751762,,STAR,tmgaia2,tmgaia2,-9.893,0.060,6.402,0.062,gaia2,3.3334,0.0365,9.939,0.005,9.872080,0.000424,9.738,0.006,rered,gaia2,8227.0,144.4,4.3850,0.0713,,,1.511,0.047,2.020,0.295,297.4690,3.2545,0.0710,0.0106,3.2190,3.2900,108.84084430340,-38.04266000358
0.203317,3835940982612913497,0,5565229506158752512,,,,16.566099672242245,17.976667199506764,15.394556808623083,,,,108.91594705473437,-37.936896740212504,3.4945218440107113,0.04401607,-11.179303998555584,6.265381961295221,0.045701824,0.055125933,1.0211979,16.566067,3.5320318440107115,0.0,-1.0,0.0,0.0,0.001832,108.91594903271,-37.93689763711,5565229506158752512,3.36005167739265,-11.0995363847579,6.17046789329815,,214,16.593584,2.5868626,0.7,Collinder_135,3694.7664,108.91601005277,-37.93692458634,22867187,108.91600962639,-37.93692420440,,,,07153984-3756128,,J071539.83-375612.8,5565229506158752512,,,STAR,tmgaia2,tmgaia2,-11.099,0.107,6.170,0.112,gaia2,3.3600,0.0651,17.788,0.048,16.593599,0.001227,15.346,0.008,cdwrf,cdwrf,3386.0,157.0,4.7214,0.0117,,,0.518,0.018,0.516,0.022,295.2550,5.7180,0.0720,0.0011,5.6090,5.8270,108.91594903271,-37.93689763711
0.153918,0,0,5565229579175347584,,,,18.811398988545385,,,,,,108.91239686298428,-37.92134652020246,2.6523172680623306,0.2661042,-8.895312200518655,5.817292268147794,0.3520324,0.32763532,1.2862211,18.811365,2.6523172680623306,0.4564681835624446,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,771524686,108.91244245649,-37.92136963701,,,,,,,5565229579175347584,,,STAR,gaia2,gaia2,-8.064,0.817,5.174,0.590,gaia2,3.1061,0.3652,,,18.762899,0.005654,18.333,0.600,goffs,gaia2,,,,,,,,,,,326.6390,42.2395,0.0773,0.0075,36.9270,47.5520,108.91239844191,-37.92134736059
0.183954,3835940982612922288,0,5565230713046699392,,,,17.258016091585553,19.02937501639768,15.99694774833512,,,,108.87390233219848,-37.854989801511174,3.2379744691424,0.07073832,-9.616749103349544,5.911758193995547,0.06246056,0.08101493,1.0672694,17.257982,3.2781274691424,0.8924296011757251,0.0,0.3231041967901454,1.0,0.003419,108.87390399389,-37.85499061809,5565230713046699392,3.15699497821716,-9.83094440640536,5.98429986269616,,233,17.287914,2.9380722,1.0,Collinder_135,3159.0237,108.8739564646,-37.85501607598,22867088,108.87395760264,-37.85501638381,,,,07152975-3751180,,J071529.73-375117.9,5565230713046699392,,,STAR,tmgaia2,tmgaia2,-9.831,0.160,5.984,0.190,gaia2,3.1570,0.1017,,,17.287901,0.001418,15.921,0.009,cdwrf,cdwrf,3212.0,157.0,4.7544,0.0124,,,0.481,0.019,0.479,0.024,314.4200,10.1425,0.0703,0.0017,9.8220,10.4630,108.87390399389,-37.85499061809
0.183387,3835940982612913361,0,5565231881277792384,,,,17.121399339762778,18.737665484017345,15.884113644754137,,,,108.77060329554858,-37.90414818835444,3.1420108945573495,0.057322804,-9.498822197617852,6.019096311429612,0.055979997,0.06601212,1.0100499,17.121367,3.1807038945573494,0.8264710694171725,0.0,0.3231041967901454,1.0,0.003478,108.77060496746,-37.90414902098,5565231881277792384,3.15446421597223,-9.67613615501258,6.15738030132836,,250,17.148027,2.864028,0.9,Collinder_135,3109.5676,108.77065679984,-37.90417493988,22861705,108.77065776731,-37.90417553191,,,,07150495-3754150,,J071504.94-375414.8,5565231881277792384,,,STAR,tmgaia2,tmgaia2,-9.676,0.124,6.157,0.146,gaia2,3.1545,0.0759,,,17.148001,0.001721,15.818,0.008,cdwrf,cdwrf,3248.0,157.0,4.7540,0.0107,,,0.481,0.017,0.479,0.023,314.4270,7.5665,0.0699,,,,108.77060496746,-37.90414902098
0.189052,3853972973308451416,0,5565244044625089152,,,,17.272704745841757,18.956623326229938,16.005468325866147,,,,108.45941425814047,-37.73620551531583,3.47789172316817,0.07023849,-9.549713121030841,6.739923073735156,0.07283423,0.09814061,1.0541795,17.247758119219714,3.47789172316817,0.9596750944542201,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22730613,108.45946806803,-37.73623628639,,,,07135027-3744104,,J071350.26-374410.3,5565244044625089152,,,STAR,tmgaia2,tmgaia2,-9.574,0.158,6.930,0.248,gaia2,3.4911,0.1002,,,17.275801,0.002119,15.916,0.008,cdwrf,cdwrf,3195.0,157.0,4.8042,0.0090,,,0.425,0.016,0.419,0.023,284.4780,8.1825,0.0801,0.0018,7.9520,8.4130,108.45941594311,-37.73620644895
0.197974,3853955381122404057,0,5565245350295183744,,,,16.809686544131782,18.39475258260024,15.586326724581523,,,,108.61469307376747,-37.82381526818227,3.657285682456204,0.04992027,-10.291569280084985,6.7748122638025245,0.05041593,0.05942947,1.0806891,16.809654,3.6976716824562037,0.675094261458938,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22763953,108.61475110721,-37.82384564663,,,,07142754-3749257,,J071427.52-374925.7,5565245350295183744,,,STAR,tmgaia2,tmgaia2,-10.312,0.146,6.832,0.163,gaia2,3.6197,0.0800,,,16.837000,0.001428,15.519,0.008,cdwrf,cdwrf,3260.0,157.0,4.7581,0.0097,,,0.476,0.016,0.474,0.022,274.2990,6.0710,0.0642,0.0011,5.9390,6.2030,108.61469489678,-37.82381623070
0.185463,3853955381122407041,0,5565249606604865920,,,,11.733228305425232,12.033877304928247,11.264428006142058,,,,108.50648263365191,-37.753505476921674,3.3958722976311853,0.010243738,-9.676684178042725,6.366433190456759,0.009952216,0.012683694,0.86998916,11.733195,3.426590297631185,0.8658915957346901,0.0,0.3231041967901454,1.0,7.66E-4,108.50648428638,-37.75350645294,5565249606604865920,3.36174526815984,-9.71918826617947,6.30906975054185,17.7863802945827,152,11.75239,0.7808037,1.0,Collinder_135,6001.5723,108.50653702868,-37.7535337722,22730598,108.50653721298,-37.75353361698,,7630-01223-1,262-014452,07140156-3745126,,J071401.55-374512.3,5565249606604865920,17748571,,STAR,tmgaia2,tmgaia2,-9.719,0.059,6.309,0.073,gaia2,3.3617,0.0439,11.921,0.023,11.752400,0.002282,11.342,0.006,rered,gaia2,6237.0,132.7,4.4693,0.0834,,,1.061,0.051,1.210,0.177,295.0050,3.8540,0.0764,0.0103,3.8040,3.9040,108.50648428638,-37.75350645294
0.194524,0,0,5565249610899395712,,,,16.904605603944447,17.536711941021306,15.451862641363109,,,,108.50628619245146,-37.75250138802316,3.373764553205243,0.07768024,-10.015343452118543,6.737632163674318,0.07562693,0.095854335,1.236906,16.894280769852177,3.373764553205243,0.8084189432179651,0.0,0.3231041967901454,1.0,0.0031,108.50628790973,-37.75250236736,5565249610899395712,3.13475540750633,-10.1966333484719,6.62821556662992,,173,16.893818,2.1066713,0.7,Collinder_135,4343.4414,108.50634249035,-37.75253133304,771527843,108.50634343536,-37.75253090551,,,,,,,5565249610899395712,,,STAR,gaia2,gaia2,-10.197,0.190,6.628,0.237,gaia2,3.1348,0.1373,17.694,0.094,16.893801,0.002209,15.938,0.024,gbprp,gaia2,,,,,,,,,,,317.0940,13.9475,0.0808,0.0027,13.3460,14.5490,108.50628790974,-37.75250236736
0.176488,3853955381122410110,0,5565251741206373632,,,,17.502384607240344,19.34134759723026,16.200110628274313,,,,108.66783271815014,-37.60383353801945,3.145440921176012,0.07598753,-9.353834793419045,5.890499167217906,0.08005684,0.09106001,0.9718438,17.502352,3.188101921176012,0.7278020051328455,0.0,0.3231041967901454,1.0,4.29E-4,108.66783433264,-37.60383436091,5565251741206373632,3.27405270098362,-9.3449956466741,5.86519901836357,,218,17.52551,3.190298,0.8,Collinder_135,2932.7017,108.66788519234,-37.603859718,22763670,108.66788511900,-37.60385961384,,,,07144029-3736138,,J071440.28-373613.8,5565251741206373632,,,STAR,tmgaia2,tmgaia2,-9.345,0.186,5.865,0.216,gaia2,3.2740,0.1199,,,17.525499,0.001844,16.090,0.010,cdwrf,cdwrf,3095.0,158.0,4.7824,0.0119,,,0.449,0.019,0.446,0.024,303.4360,11.1445,0.0696,0.0020,10.7430,11.5460,108.66783433264,-37.60383436091
0.006501,3872022556190002989,0,5565254829287262592,,,,20.192070204529507,21.951617350283865,18.804858862522682,,,,107.92123177646702,-38.15739375580286,3.598822940572346,0.5019476,-9.96929534738175,7.289918816287319,0.52563083,0.6631493,1.1321591,20.166447163439663,3.598822940572346,0.7774653378440738,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,369521401,107.92123364899,-38.15739480119,,,,07114110-3809266,,J071141.09-380926.7,5565254829287262592,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,20.221600,0.006057,19.050,0.063,gbprp,,,,,,,,,,,,,,,,,,107.92123364899,-38.15739480119
0.188718,3872004964003962290,0,5565262250988794496,,,,18.31439861369809,20.246700764801968,16.96778732859974,,,,108.16996672840486,-38.039444832183825,3.5166088091232663,0.11034067,-9.826194269340773,6.967584860200668,0.13883895,0.14113387,0.98169684,18.288774163439662,3.5166088091232663,0.9731828086947022,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22638797,108.17002098955,-38.03947519186,,,,07124080-3802220,,J071240.79-380222.0,5565262250988794496,,,STAR,tmgaia2,tmgaia2,-9.601,0.234,6.829,0.299,gaia2,3.3830,0.1354,,,18.323601,0.001994,16.853,0.013,cdwrf,cdwrf,3048.0,161.0,4.8737,0.0092,,,0.350,0.017,0.335,0.026,293.8760,11.8085,0.1432,0.0044,11.3430,12.2740,108.16996850290,-38.03944578755
0.192904,3872004964003965512,0,5565267512326650240,,,,16.166283191344174,17.540890325998195,14.986485121251528,,,,107.94121438179668,-37.92690136754911,3.4385642475013367,0.03181298,-10.020238096304151,6.654293729570316,0.03776909,0.04380094,1.0356321,16.16625,3.476639247501337,0.9310110383496104,0.0,0.3231041967901454,1.0,0.002954,107.94121615632,-37.92690230004,5565267512326650240,3.43446611796759,-10.1456268103896,6.51047758857939,,283,16.177746,2.5125017,1.0,Collinder_135,3674.198,107.94127084054,-37.92693094217,369521103,107.94127153501,-37.92693033126,,,,07114590-3755367,,J071145.90-375536.8,5565267512326650240,,,STAR,tmgaia2,tmgaia2,-10.146,0.096,6.510,0.118,gaia2,3.4345,0.0502,17.306,0.051,16.177700,0.001980,14.946,0.009,cdwrf,cdwrf,3425.0,157.0,4.6686,0.0118,,,0.579,0.019,0.571,0.021,288.8320,4.2245,0.1591,0.0018,4.1640,4.2850,107.94121615632,-37.92690230004
0.336583,3872004964003968841,0,5565268027719721600,,,,19.216628590569123,21.036940816960154,17.689779077758715,,,,108.00856499206834,-37.86844871719975,3.60777059810727,0.2159601,-9.830924942594224,6.717999533739123,0.24226098,0.2686168,1.0854912,19.191004163439665,3.60777059810727,0.9731828086947022,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22598004,108.00867020403,-37.86849164700,,,,07120207-3752065,,J071202.06-375206.4,5565268027719721600,,,STAR,tmgaia2,tmgaia2,-18.971,3.826,9.751,3.827,hsoy,,,,,19.226500,0.003712,17.575,0.021,cdwrf,cdwrf,3194.0,168.0,5.0217,0.0102,,,0.225,0.018,0.195,0.027,,,,,,,108.00856673774,-37.86844966405
0.185419,3890036954699488434,0,5565271463696537344,,,,17.919066747206912,19.52171797018001,16.57211364957478,,,,107.80644304073996,-38.00056694417166,2.8332903668166995,0.09119426,-9.139671972702958,6.115251187249328,0.09806282,0.106415614,1.0119323,17.919033,2.8708353668166997,0.4715108035601854,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,369521193,107.80649667160,-38.00059638502,,,,07111356-3800018,,J071113.56-380001.8,5565271463696537344,,,STAR,tmgaia2,tmgaia2,-9.515,0.222,6.634,0.252,gaia2,2.7547,0.1222,,,17.955200,0.001852,16.465,0.020,cdwrf,cdwrf,3247.0,165.0,4.7358,0.0160,,,0.502,0.022,0.500,0.026,360.3670,16.0325,0.1951,0.0062,15.3330,16.7320,107.80644468492,-38.00056782283
0.192101,3890036954699491710,0,5565275754365688192,,,,12.254162179717344,12.628039655758323,11.71016175542599,,,,107.66894969340339,-37.92091755266199,3.5648509672980766,0.0102930395,-9.769199906412648,6.896526227789246,0.011076145,0.012870913,1.0215814,12.254129,3.5822609672980765,0.9731828086947022,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22534822,107.66900537106,-37.92094785634,,,261-014555,07104056-3755154,,J071040.55-375515.3,5565275754365688192,17741933,,STAR,tmgaia2,tmgaia2,-9.896,0.045,6.800,0.046,gaia2,3.4977,0.0254,12.551,0.057,12.267100,0.001487,11.779,0.006,rered,gaia2,5949.0,136.2,4.5216,0.0772,,,0.948,0.046,1.090,0.132,283.5740,2.0550,0.1285,0.0099,2.0400,2.0700,107.66895135787,-37.92091857780
0.191066,3890019362513459417,0,5565281389361769984,,,,9.15465832100271,9.175762000941848,9.095499441665414,,,,107.92449922766485,-37.75269215712905,3.521469901173616,0.016489688,-9.74835341802116,6.7470273492646555,0.01907491,0.020707462,1.0385065,9.154625,3.532657901173616,0.9731828086947022,0.0,0.3231041967901454,1.0,0.001926,107.92450094722,-37.75269313248,5565281389361769984,3.38467353688403,-9.86948145243979,6.71688432427873,,224,9.148933,0.08912182,1.0,Collinder_135,9225.925,107.92455402491,-37.7527221439,369520889,107.92455469164,-37.75272205236,,7630-00891-1,262-014167,07114189-3745098,,J071141.88-374509.8,5565281389361769984,17743879,,STAR,tmgaia2,tmgaia2,-9.869,0.069,6.717,0.077,gaia2,3.3847,0.0390,9.125,0.003,9.148930,0.000503,9.151,0.006,rered,gaia2,11638.0,305.8,4.5695,0.0639,,,1.509,0.046,3.080,0.382,293.0050,3.3725,0.1503,0.0100,3.3350,3.4100,107.92450094722,-37.75269313248
0.189024,3890019362513459382,0,5565284279878887552,,,,12.561268555314523,12.9741848769119,11.975627556344536,,,,107.88130044185769,-37.757008099073005,3.478282441311014,0.008777198,-9.77238409371084,6.621245625768864,0.010045072,0.0108177,0.9245935,12.561235,3.493053441311014,0.9731828086947022,0.0,0.3231041967901454,1.0,0.00124,107.88130212567,-37.75700907671,5565284279878887552,3.45567845814463,-9.83107254336654,6.54751573332193,12.7199198525666,242,12.574907,1.0169058,1.0,Collinder_135,5816.932,107.88135537743,-37.75703752684,369520898,107.88135566405,-37.75703726741,,,262-014142,07113152-3745253,,J071131.52-374525.3,5565284279878887552,17743551,,STAR,tmgaia2,tmgaia2,-9.831,0.040,6.548,0.046,gaia2,3.4557,0.0240,12.703,0.046,12.574900,0.001248,12.045,0.006,rered,gaia2,5769.0,134.5,4.5307,0.0771,,,0.912,0.045,1.030,0.128,286.9940,1.9915,0.1484,0.0103,1.9780,2.0050,107.88130212567,-37.75700907671
0.012132,0,0,5565284279879728768,,,,18.68548019549874,16.614190357255602,15.780951779134407,,,,107.8813871740191,-37.75760330251147,3.4482398408182884,0.20125286,-9.90260925098081,7.397532214318464,0.25697562,0.23604368,1.051535,18.689242914656354,3.4482398408182884,0.6191258215253608,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,771531972,107.88139079186,-37.75760508478,,,,,,,5565284279879728768,,,STAR,gaia2,gaia2,,,,,,,,,,18.403799,0.017359,17.974,0.600,goffs,,,,,,,,,,,,,,,,,,107.88139079186,-37.75760508478
0.190516,3890019362513459302,0,5565285241951514112,,,,17.456617251434324,19.19845406282071,16.194598628006098,,,,107.79286662134733,-37.70716524073453,3.630686759555822,0.06873591,-9.908307161285267,6.671333732181081,0.07697242,0.086150594,1.0565817,17.456585,3.670839759555822,0.829205640163569,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22534611,107.79292245680,-37.70719438364,,,,07111029-3742258,,J071110.28-374225.8,5565285241951514112,,,STAR,tmgaia2,tmgaia2,-9.936,0.184,6.550,0.228,gaia2,3.5348,0.1049,,,17.494101,0.001353,16.109,0.009,cdwrf,cdwrf,3204.0,157.0,4.8097,0.0096,,,0.419,0.017,0.412,0.024,281.0200,8.3590,0.1400,0.0032,8.1150,8.6030,107.79286838068,-37.70716618317
0.005760,3871987371817936138,0,5565295859111397248,,,,19.44547329949433,19.9629660225486,18.018252603366847,,,,108.23425553697125,-37.64558342354115,3.614591176687996,0.26141095,-9.795437230704112,6.321066253106587,0.2635662,0.2860147,1.0187646,19.437572202518385,3.614591176687996,0.7397386441214415,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22639241,108.23425725271,-37.64558426890,,,,07125622-3738442,,J071256.20-373844.2,5565295859111397248,,,STAR,tmgaia2,tmgaia2,,,,,,,,20.051,0.082,19.470699,0.004548,17.830,0.012,cdwrf,cdwrf,3985.0,192.0,5.0264,0.0244,,,0.222,0.025,0.192,0.032,,,,,,,108.23425725271,-37.64558426890
0.198854,3871987371817936129,0,5565296030910095872,,,,16.32651474470991,17.46811081850395,15.276727982325072,,,,108.21289725874274,-37.64655202393609,3.0395629606035044,0.034939658,-10.416555327023257,6.7116707753149,0.03676409,0.040809784,0.9680195,16.32648,3.0724049606035044,0.508452157336803,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22639239,108.21295598013,-37.64658184580,,,,07125110-3738477,,J071251.09-373847.6,5565296030910095872,,,STAR,tmgaia2,tmgaia2,-10.461,0.082,6.713,0.093,gaia2,3.0610,0.0496,17.199,0.047,16.349400,0.001068,15.258,0.008,cdwrf,cdwrf,3635.0,157.0,4.7300,0.0101,,,0.508,0.017,0.506,0.021,323.7630,5.2390,0.1548,,,,108.21289909498,-37.64655294447
0.197754,3871969779631883025,0,5565299913559558144,,,,16.356941459268086,17.745311150173094,15.209142820393225,,,,108.57529562494379,-37.54787541806816,3.395171005550623,0.041430876,-10.995565883431532,5.959211392468299,0.041682705,0.055040814,1.0033246,16.356909,3.432737005550623,0.46140487975323546,0.0,0.3231041967901454,1.0,,,,,,,,,,,,,,,,,22763613,108.57535684268,-37.54790114206,,,263-015044,07141808-3732523,,J071418.07-373252.4,5565299913559558144,,,STAR,tmgaia2,tmgaia2,-10.916,0.093,5.779,0.119,gaia2,3.3679,0.0593,16.427,1.133,16.388500,0.001526,15.172,0.008,cdwrf,cdwrf,3412.0,157.0,4.7083,0.0109,,,0.533,0.017,0.530,0.021,294.5370,5.1815,0.0676,0.0009,5.0920,5.2710,108.57529756258,-37.54787625979
0.182634,3890001770327409088,0,5565308228616295552,,,,16.850063508628523,18.641803949319296,15.57480666946325,,,,108.1729230178848,-37.572048111167454,3.2790008188613755,0.051317967,-9.464088897358426,6.249980548270722,0.056662682,0.05760088,1.0881256,16.85003,3.3224928188613756,0.811513790356805,0.0,0.3231041967901454,1.0,0.001385,108.1729247037,-37.57204897418,5565308228616295552,3.15842298169444,-9.5483894583969,6.25258266914292,,237,16.88126,3.04875,1.0,Collinder_135,3194.5544,108.17297608792,-37.57207588885,22639323,108.17297657324,-37.57207589500,,,,07124150-3734195,,J071241.50-373419.4,5565308228616295552,,,STAR,tmgaia2,tmgaia2,-9.548,0.138,6.253,0.156,gaia2,3.1584,0.0767,,,16.881300,0.002070,15.484,0.009,cdwrf,cdwrf,3160.0,157.0,4.7036,0.0123,,,0.539,0.019,0.535,0.022,314.0410,7.6245,0.1481,0.0027,7.4430,7.8060,108.17292470370,-37.57204897418
0.179416,3889984178141382949,0,5565321731989626752,,,,18.79795779836978,,,,,,108.34551409922568,-37.278537655865485,3.6464536688291065,0.21777163,-9.448750505542023,7.048065616423924,0.20330697,0.439442,0.958667,18.797924,3.6464536688291065,0.9731828086947022,0.0,0.3231041967901454,1.0,0.79957,108.34525571648,-37.2786242822,5565321731993366528,3.30656895761378,-9.52826293237074,6.11076821455693,,246,16.402107,2.730052,1.0,Collinder_135,3361.8845,108.34556687595,-37.27856898059,771537197,108.34556621275,-37.27856530207,,,,,,,5565321731989626752,,,STAR,gaia2,gaia2,-9.331,0.431,6.200,0.885,gaia2,3.5664,0.2854,,,18.715300,0.004464,18.285,0.600,goffs,gaia2,,,,,,,,,,,281.2320,23.3730,0.1022,0.0066,21.4720,25.2740,108.34551572131,-37.27853860686
