angDist,TMASS_ID,UKIDSS_ID,GAIAEDR3_ID,GAIADR2_G,GAIADR2_BP,GAIADR2_RP,GAIAEDR3_G,GAIAEDR3_BP,GAIAEDR3_RP,GAIADR2_PARALLAX,GAIADR2_PARALLAX_ERROR,GAIADR2_RUWE,GAIAEDR3_RA,GAIAEDR3_DEC,GAIAEDR3_PARALLAX,GAIAEDR3_PARALLAX_ERROR,GAIAEDR3_PMRA,GAIAEDR3_PMDEC,GAIAEDR3_PMRA_ERROR,GAIAEDR3_PMDEC_ERROR,GAIAEDR3_RUWE,GAIAEDR3_G_CORRECTED,GAIAEDR3_PARALLAX_CORRECTED,HDBscan_MemProb,HDBscan_Cluster,HDBscan_Stability,MemBool,angDist_GES,target,filter,cluster,S/N,Teff,logg,gamma,Ks,RV_1,e_RV,logL,ra_epoch2000_GES,dec_epoch2000_GES,PLX,e_PLX,VRA,e_VRA,VDec,e_VDec,RV_2,SRV,Gflag,prob_p,p_filter,angDist_Cantat-Gaudin,RA_ICRS,DE_ICRS,GaiaDR2,Plx,pmRA*,pmDE,RV,o_Gmag,Gmag,BP-RP,proba,Cluster,Teff50,ra_epoch2000_Cantat-Gaudin,dec_epoch2000_Cantat-Gaudin,TIC,RAdeg,DEdeg,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,Vmag,e_Vmag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,Dist,s_Dist,E(B-V),s_E(B-V),e_Dist,E_Dist,RAOdeg,DEOdeg
0.339953,394381626744107926,0,5238698471410066048,,,,7.5100879498838715,7.529361790720436,7.445823324533343,,,,165.47779767432698,-66.01229329522891,6.5477378441126515,0.021835255,-18.80769510246332,10.079699714030017,0.025135227,0.02309739,0.96107364,7.5100546,6.559233844112652,0.8794458084987664,1.0,0.4438221264685632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.002854,165.47780418118,-66.01229473124,5238698471410066048,6.4644320118774,-18.7908636901361,9.88743559048936,,266,7.4949617,0.08994198,1.0,IC_2602,9269.656,165.478003287,-66.01233809376,400066956,165.47800319057,-66.01233730203,53913,8970-01503-1,120-037768,11015473-6600445,,J110154.69-660044.3,5238698471410066048,31834506,,STAR,tmgaia2,tmgaia2,-18.791,0.069,9.887,0.058,gaia2,6.4644,0.0405,7.520,0.030,7.494960,0.000330,7.479,0.006,rered,gaia2,9546.0,173.5,4.2839,0.0651,,,1.862,0.046,2.430,0.333,154.0130,0.9685,0.0520,0.0103,0.9620,0.9750,165.47780418118,-66.01229473124
0.357609,376349636048605396,0,5238707748541380992,,,,17.752741905889867,19.973671831581665,16.37618924708999,,,,166.05696113678576,-65.95554031416619,6.638573541321687,0.08478076,-19.512939707485373,11.347770126558869,0.0999616,0.09612781,1.0200356,17.752708,6.682485541321687,0.42187363647335496,1.0,0.4438221264685632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.003734,166.0569678363,-65.95554187477,5238707748541380992,6.60632723576045,-19.3471330377955,11.1724356988479,,250,17.776466,3.5554123,1.0,IC_2602,2849.9934,166.05717398579,-65.95559074855,466401554,166.05717228131,-65.95558997802,,,,11041371-6557200,,J110413.69-655720.0,5238707748541380992,,,STAR,tmgaia2,tmgaia2,-19.347,0.255,11.172,0.198,gaia2,6.6063,0.1229,,,17.776501,0.001422,16.238,0.011,cdwrf,cdwrf,2945.0,160.0,4.9629,0.0069,,,0.268,0.010,0.241,0.021,150.8080,2.8170,0.0543,0.0010,2.7650,2.8690,166.05696783630,-65.95554187477
0.331605,376332043862593596,0,5238718537478935168,,,,14.67948593674536,15.983399070282639,13.53486446558549,,,,166.2497791641782,-65.71146246801771,6.416054142750167,0.017681612,-18.558185819997938,9.458369242489269,0.019819057,0.020130957,1.027836,14.679453,6.456168142750167,0.8794458084987664,1.0,0.4438221264685632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.001708,166.24978544705,-65.71146376357,5238718537478935168,6.38461126677889,-18.4498968388223,9.43509898763102,,275,14.710225,2.4504385,1.0,IC_2602,3861.003,166.24997968579,-65.71150450508,466579089,166.24997856889,-65.71150438680,,,122-038068,11050000-6542414,,J110459.97-654241.2,5238718537478935168,,,STAR,tmgaia2,tmgaia2,-18.450,0.058,9.435,0.058,gaia2,6.3846,0.0329,15.529,0.126,14.710200,0.001367,13.507,0.008,cdwrf,cdwrf,3459.0,157.0,4.6498,0.0109,,,0.602,0.018,0.589,0.020,155.9260,0.8045,0.0582,0.0003,0.8000,0.8090,166.24978544705,-65.71146376357
0.362622,394346442372116297,0,5238739325140357248,,,,17.53834202341865,19.646276748795977,16.160016716131643,,,,165.30214046698347,-65.46335359229776,6.867048633811505,0.09759506,-20.397530125273878,10.616785891965788,0.1123357,0.10728828,0.97128326,17.512719163439662,6.867048633811505,0.2969506958061327,1.0,0.4438221264685632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466209622,165.30235556702,-65.46340014467,,,,11011257-6527482,,J110112.53-652748.3,5238739325140357248,,,STAR,tmgaia2,tmgaia2,-20.090,0.441,10.476,0.329,gaia2,6.7897,0.1589,,,17.541901,0.001444,16.034,0.011,cdwrf,cdwrf,2989.0,159.0,4.9562,0.0051,,,0.274,0.010,0.247,0.021,146.8090,3.4540,0.0520,0.0012,3.3740,3.5340,165.30214727541,-65.46335503895
0.051184,,,5238753854984271104,,,,18.687248,21.46079302489498,20.032812518557435,,,,164.90772732481,-65.69384924162,-0.2290877306660277,1.1059136,-5.526906700790002,6.876273878112186,1.4540075,1.2449358,1.2522335,18.687248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335056,164.90745025994,-65.6937205935,5238753859311610624,6.21861887035369,-19.015014422035,9.59575982907721,,276,16.752434,2.885168,1.0,IC_2602,3318.042,164.90772732481,-65.69384924162,524701451,164.90770088677,-65.69385839164,,,,,,,5238753854984271104,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,18.658199,0.008078,18.228,0.600,goffs,,,,,,,,,,,,,,,,,,164.90770088677,-65.69385839164
0.514677,,,5238753854984271104,,,,18.687248,21.46079302489498,20.032812518557435,,,,164.90772732481,-65.69384924162,-0.2290877306660277,1.1059136,-5.526906700790002,6.876273878112186,1.4540075,1.2449358,1.2522335,18.687248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335056,164.90745025994,-65.6937205935,5238753859311610624,6.21861887035369,-19.015014422035,9.59575982907721,,276,16.752434,2.885168,1.0,IC_2602,3318.042,164.90772732481,-65.69384924162,524701452,164.90806858855,-65.69382263556,,,,,,,5238753859296138880,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,20.271200,0.014313,19.841,0.600,goffs,,,,,,,,,,,,,,,,,,164.90806858855,-65.69382263556
0.533900,,,5238753854984271104,,,,18.687248,21.46079302489498,20.032812518557435,,,,164.90772732481,-65.69384924162,-0.2290877306660277,1.1059136,-5.526906700790002,6.876273878112186,1.4540075,1.2449358,1.2522335,18.687248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335056,164.90745025994,-65.6937205935,5238753859311610624,6.21861887035369,-19.015014422035,9.59575982907721,,276,16.752434,2.885168,1.0,IC_2602,3318.042,164.90772732481,-65.69384924162,466010610,164.90754107150,-65.69372228838,,,,10593784-6541375,,J105937.79-654137.3,5238753859311610624,,,STAR,tmgaia2,tmgaia2,-8.682,3.612,0.394,3.611,hsoy,,,,,16.752399,0.002724,15.572,0.008,gbprp,,,,,,,,,,,,,,,,,,164.90745025995,-65.69372059350
0.077080,,,5238753859296138880,,,,20.365309,21.46079302489498,20.032812518557435,,,,164.90806849152,-65.69380122444,-0.2290877306660277,1.1059136,-5.526906700790002,6.876273878112186,1.4540075,1.2449358,1.2522335,20.365309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.637284,164.90745025994,-65.6937205935,5238753859311610624,6.21861887035369,-19.015014422035,9.59575982907721,,276,16.752434,2.885168,1.0,IC_2602,3318.042,164.90806849152,-65.69380122444,524701452,164.90806858855,-65.69382263556,,,,,,,5238753859296138880,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,20.271200,0.014313,19.841,0.600,goffs,,,,,,,,,,,,,,,,,,164.90806858855,-65.69382263556
0.582300,,,5238753859296138880,,,,20.365309,21.46079302489498,20.032812518557435,,,,164.90806849152,-65.69380122444,-0.2290877306660277,1.1059136,-5.526906700790002,6.876273878112186,1.4540075,1.2449358,1.2522335,20.365309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.637284,164.90745025994,-65.6937205935,5238753859311610624,6.21861887035369,-19.015014422035,9.59575982907721,,276,16.752434,2.885168,1.0,IC_2602,3318.042,164.90806849152,-65.69380122444,524701451,164.90770088677,-65.69385839164,,,,,,,5238753854984271104,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,18.658199,0.008078,18.228,0.600,goffs,,,,,,,,,,,,,,,,,,164.90770088677,-65.69385839164
0.831595,,,5238753859296138880,,,,20.365309,21.46079302489498,20.032812518557435,,,,164.90806849152,-65.69380122444,-0.2290877306660277,1.1059136,-5.526906700790002,6.876273878112186,1.4540075,1.2449358,1.2522335,20.365309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.637284,164.90745025994,-65.6937205935,5238753859311610624,6.21861887035369,-19.015014422035,9.59575982907721,,276,16.752434,2.885168,1.0,IC_2602,3318.042,164.90806849152,-65.69380122444,466010610,164.90754107150,-65.69372228838,,,,10593784-6541375,,J105937.79-654137.3,5238753859311610624,,,STAR,tmgaia2,tmgaia2,-8.682,3.612,0.394,3.611,hsoy,,,,,16.752399,0.002724,15.572,0.008,gbprp,,,,,,,,,,,,,,,,,,164.90745025995,-65.69372059350
0.144359,412396025253658425,0,5238753859311610624,,,,16.758537678485876,18.25994856163588,15.326411681771262,,,,164.90744394098144,-65.69371919709867,6.4530079141791115,0.08967971,-18.79149189845607,9.499235057371962,0.10682601,0.114080355,1.8468207,16.758505,6.494922914179112,0.8794458084987664,1.0,0.4438221264685632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.003864,164.90745025994,-65.6937205935,5238753859311610624,6.21861887035369,-19.015014422035,9.59575982907721,,276,16.752434,2.885168,1.0,IC_2602,3318.042,164.90764684425,-65.69376141579,466010610,164.90754107150,-65.69372228838,,,,10593784-6541375,,J105937.79-654137.3,5238753859311610624,,,STAR,tmgaia2,tmgaia2,-8.682,3.612,0.394,3.611,hsoy,,,,,16.752399,0.002724,15.572,0.008,gbprp,,,,,,,,,,,,,,,,,,164.90745025995,-65.69372059350
0.629339,412396025253658425,0,5238753859311610624,,,,16.758537678485876,18.25994856163588,15.326411681771262,,,,164.90744394098144,-65.69371919709867,6.4530079141791115,0.08967971,-18.79149189845607,9.499235057371962,0.10682601,0.114080355,1.8468207,16.758505,6.494922914179112,0.8794458084987664,1.0,0.4438221264685632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.003864,164.90745025994,-65.6937205935,5238753859311610624,6.21861887035369,-19.015014422035,9.59575982907721,,276,16.752434,2.885168,1.0,IC_2602,3318.042,164.90764684425,-65.69376141579,524701451,164.90770088677,-65.69385839164,,,,,,,5238753854984271104,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,18.658199,0.008078,18.228,0.600,goffs,,,,,,,,,,,,,,,,,,164.90770088677,-65.69385839164
0.997705,412396025253658425,0,5238753859311610624,,,,16.758537678485876,18.25994856163588,15.326411681771262,,,,164.90744394098144,-65.69371919709867,6.4530079141791115,0.08967971,-18.79149189845607,9.499235057371962,0.10682601,0.114080355,1.8468207,16.758505,6.494922914179112,0.8794458084987664,1.0,0.4438221264685632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.003864,164.90745025994,-65.6937205935,5238753859311610624,6.21861887035369,-19.015014422035,9.59575982907721,,276,16.752434,2.885168,1.0,IC_2602,3318.042,164.90764684425,-65.69376141579,524701452,164.90806858855,-65.69382263556,,,,,,,5238753859296138880,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,20.271200,0.014313,19.841,0.600,goffs,,,,,,,,,,,,,,,,,,164.90806858855,-65.69382263556
0.333186,412396025253643119,0,5238755920895671040,,,,15.57209516074418,17.34290708552146,14.302530767804175,,,,164.54620577857509,-65.71399782754774,6.470208419800541,0.027407171,-18.147864390064445,10.128836605175614,0.03009306,0.028835919,1.0251997,15.5720625,6.519627419800542,0.993889773489692,1.0,0.4438221264685632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.002454,164.54621195943,-65.71399923737,5238755920895671040,6.48579421912893,-18.1049500332774,10.2818317743987,,261,15.600033,3.0274515,1.0,IC_2602,3055.3936,164.54640188591,-65.71404284447,465827198,164.54640148865,-65.71404350612,,,,10581113-6542506,,J105811.11-654250.5,5238755920895671040,,,STAR,tmgaia2,tmgaia2,-18.105,0.106,10.282,0.093,gaia2,6.4858,0.0690,,,15.600000,0.000949,14.221,0.008,cdwrf,cdwrf,3170.0,157.0,4.7411,0.0088,,,0.496,0.015,0.494,0.021,153.5300,1.6390,0.0484,0.0005,1.6220,1.6560,164.54621195943,-65.71399923737
