target_name,provenance_name,flux_cols,sequence_number,obs_id,productFilename,author,fund_periods,fund_powers,sig_periods,sig_powers,sec_periods,sec_powers,thresholds,tics,num_sig_peaks,harm_types,clean60,clean30,clean10,clean,half,dbl,period_short,power_short,SpotEvol,MultiProt,Blended,Q,Q2,Q3,Select,Notes
238443988,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,3.4299,0.7706,3.4299,0.7706,1.9296,0.0351,0.023109,238443988,2,-,TRUE,TRUE,TRUE,FALSE,0,0,-99,-99,,,,,,,,
238443988,CDIPS,PCA1,8,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,2.6589,0.223,2.6589,0.223,3.1167,0.1519,0.027918,238443988,4,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238443988,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,3.4978,0.7783,3.4978,0.7783,1.9663,0.0251,0.021601,238443988,1,-,TRUE,TRUE,TRUE,FALSE,0,0,-99,-99,,,,,,,,
238443988,CDIPS,PCA2,8,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,2.0355,0.0519,2.0355,0.0519,2.6542,0.0475,0.029564,238443988,6,-,FALSE,FALSE,FALSE,FALSE,1,0,-99,-99,,,,,,,,
238443988,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,3.6156,0.6964,3.6156,0.6964,2.9485,0.0985,0.023885,238443988,3,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238443988,CDIPS,PCA3,8,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,2.0246,0.1353,2.0246,0.1353,2.2641,0.1163,0.027553,238443988,5,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238443988,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,3.4535,0.2825,3.4535,0.2825,2.3147,0.0299,0.024025,238443988,1,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238443988,CDIPS,TFA1,8,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.3336,0.0193,-9999,-9999,-9999,-9999,0.030441,238443988,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238443988,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,3.5306,0.3173,3.5306,0.3173,-9999,-9999,0.023217,238443988,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238443988,CDIPS,TFA2,8,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9077,0.0273,0.9077,0.0273,-9999,-9999,0.026753,238443988,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238443988,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,3.6419,0.18,3.6419,0.18,2.9601,0.0476,0.024655,238443988,2,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238443988,CDIPS,TFA3,8,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514442101997584384-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,1.9484,0.0331,1.9484,0.0331,-9999,-9999,0.027633,238443988,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238443988,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000238443988_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000238443988_tess_v01_llc.fits,QLP,3.5224,0.8223,3.5224,0.8223,19.2684,0.0889,0.024373,238443988,2,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,m,n,m,0,2,2,y,"also visible in PCA, but not in Sector 8"
238443988,QLP,sap_flux,8,hlsp_qlp_tess_ffi_s0008-0000000238443988_tess_v01_llc,hlsp_qlp_tess_ffi_s0008-0000000238443988_tess_v01_llc.fits,QLP,9.9178,0.2841,9.9178,0.2841,2.7388,0.1387,0.025815,238443988,6,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9146,0.6038,0.9146,0.6038,1.0058,0.1446,0.024668,238444307,3,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,PCA1,8,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9207,0.6505,0.9207,0.6505,1.0126,0.2673,0.029435,238444307,2,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,m,m,n,0,1,2,y,obvious beat pattern
238444307,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9146,0.6111,0.9146,0.6111,1.0018,0.1379,0.021444,238444307,3,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,PCA2,8,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9207,0.6543,0.9207,0.6543,1.0126,0.284,0.030349,238444307,3,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9148,0.5984,0.9148,0.5984,1.0028,0.1444,0.029638,238444307,2,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,PCA3,8,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9202,0.6526,0.9202,0.6526,1.0116,0.271,0.028849,238444307,3,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9154,0.4553,0.9154,0.4553,0.9899,0.1102,0.021778,238444307,2,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,TFA1,8,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9216,0.3334,0.9216,0.3334,1.014,0.1541,0.02976,238444307,2,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.914,0.4641,0.914,0.4641,0.9899,0.1002,0.020882,238444307,2,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,TFA2,8,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9222,0.3275,0.9222,0.3275,1.0055,0.1285,0.027897,238444307,3,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9151,0.4515,0.9151,0.4515,1.0008,0.1025,0.024169,238444307,2,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,CDIPS,TFA3,8,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514428431124018944-0008-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.9207,0.4521,0.9207,0.4521,1.0089,0.1601,0.030166,238444307,2,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000238444307_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000238444307_tess_v01_llc.fits,QLP,0.9148,0.5974,0.9148,0.5974,1.0001,0.1361,0.024465,238444307,3,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238444307,QLP,sap_flux,8,hlsp_qlp_tess_ffi_s0008-0000000238444307_tess_v01_llc,hlsp_qlp_tess_ffi_s0008-0000000238444307_tess_v01_llc.fits,QLP,0.9202,0.4682,0.9202,0.4682,1.0143,0.2157,0.030015,238444307,5,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238472553,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,6.2994,0.5483,6.2994,0.5483,4.4712,0.2248,0.025145,238472553,2,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,m,n,y,0,2,2,y,
238472553,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,4.2498,0.0719,4.2498,0.0719,6.1448,0.0572,0.024239,238472553,3,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238472553,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,6.4069,0.2654,6.4069,0.2654,4.7542,0.1046,0.026322,238472553,3,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238472553,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,6.2211,0.0513,6.2211,0.0513,-9999,-9999,0.023548,238472553,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238472553,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,4.342,0.0174,-9999,-9999,-9999,-9999,0.02691,238472553,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238472553,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614042433547648-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,6.4759,0.0382,6.4759,0.0382,-9999,-9999,0.02743,238472553,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238472633,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,6.2731,0.3133,6.2731,0.3133,4.5183,0.1031,0.022897,238472633,2,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,m,m,y,1,2,2,y,shorter period in larger apertures; brighter neighbor
238472633,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.785,0.2515,0.785,0.2515,3.1594,0.0516,0.023936,238472633,7,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238472633,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.7852,0.6324,0.7852,0.6324,6.0458,0.0752,0.023388,238472633,2,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238472633,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,6.3259,0.0463,6.3259,0.0463,0.7808,0.0365,0.022719,238472633,2,-,FALSE,FALSE,FALSE,FALSE,1,0,-99,-99,,,,,,,,
238472633,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.7846,0.2379,0.7846,0.2379,0.8818,0.0266,0.021943,238472633,1,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238472633,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514614248591980544-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.7855,0.5154,0.7855,0.5154,0.8831,0.034,0.021814,238472633,1,-,TRUE,TRUE,TRUE,FALSE,0,0,-99,-99,,,,,,,,
238472842,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,5.3181,0.2914,5.3181,0.2914,4.0385,0.1417,0.029921,238472842,3,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,n,n,n,2,2,2,n,systematics
238472842,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,5.1363,0.1265,5.1363,0.1265,1.1842,0.1202,0.024839,238472842,6,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238472842,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,5.1716,0.1962,5.1716,0.1962,2.4627,0.0531,0.022608,238472842,2,half,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238472842,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,5.3181,0.0591,5.3181,0.0591,-9999,-9999,0.020823,238472842,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238472842,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,5.11,0.0361,5.11,0.0361,-9999,-9999,0.02419,238472842,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238472842,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514615726060722304-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.2726,0.0367,0.2726,0.0367,-9999,-9999,0.023586,238472842,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238490525,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,4.8229,0.3356,4.8229,0.3356,3.7557,0.1706,0.023389,238490525,4,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,n,n,n,2,2,2,n,systematics
238490525,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,4.7318,0.4581,4.7318,0.4581,2.29,0.0482,0.024229,238490525,1,half,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238490525,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,4.7022,0.3226,4.7022,0.3226,3.6463,0.0658,0.023856,238490525,3,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238490525,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,4.8307,0.047,4.8307,0.047,-9999,-9999,0.023003,238490525,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238490525,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,4.7022,0.074,4.7022,0.074,-9999,-9999,0.021847,238490525,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238490525,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514616550694370176-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.164,0.0738,0.164,0.0738,-9999,-9999,0.028357,238490525,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238491531,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,2.0893,0.898,2.0893,0.898,1.6084,0.0287,0.021964,238491531,2,-,TRUE,TRUE,TRUE,FALSE,0,0,-99,-99,m,n,m,0,3,3,y,also visible in PCA
238491531,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,2.0879,0.8917,2.0879,0.8917,1.6041,0.03,0.022285,238491531,2,-,TRUE,TRUE,TRUE,FALSE,0,0,-99,-99,,,,,,,,
238491531,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,2.0908,0.8898,2.0908,0.8898,1.6066,0.0278,0.022608,238491531,1,-,TRUE,TRUE,TRUE,FALSE,0,0,-99,-99,,,,,,,,
238491531,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,2.085,0.5211,2.085,0.5211,1.8535,0.0957,0.024354,238491531,1,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238491531,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,2.0893,0.5036,2.0893,0.5036,1.4105,0.0251,0.021561,238491531,1,-,TRUE,TRUE,TRUE,FALSE,0,0,-99,-99,,,,,,,,
238491531,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514548415332007808-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,2.0835,0.5334,2.0835,0.5334,1.4112,0.0369,0.022697,238491531,1,-,TRUE,TRUE,TRUE,FALSE,0,0,-99,-99,,,,,,,,
238491531,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000238491531_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000238491531_tess_v01_llc.fits,QLP,2.0922,0.8973,2.0922,0.8973,-9999,-9999,0.027309,238491531,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,
238491701,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.3323,0.4551,0.3323,0.4551,0.3252,0.3856,0.02146,238491701,3,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,y,m,n,1,1,2,y,"obvious beat pattern, visible both sectors"
238491701,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.3323,0.4605,0.3323,0.4605,0.3252,0.3824,0.023123,238491701,3,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238491701,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.3323,0.4625,0.3323,0.4625,0.3252,0.403,0.022748,238491701,2,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238491701,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.3324,0.3978,0.3324,0.3978,0.3252,0.3364,0.024612,238491701,3,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238491701,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.3323,0.4245,0.3323,0.4245,0.3253,0.3426,0.028038,238491701,3,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238491701,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005514542127499951360-0007-cam3-ccd4_tess_v01_llc.fits,CDIPS,0.3323,0.4073,0.3323,0.4073,0.3252,0.3539,0.026108,238491701,2,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
238491701,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000238491701_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000238491701_tess_v01_llc.fits,QLP,0.3323,0.502,0.3323,0.502,0.3252,0.4207,0.022761,238491701,2,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
