target_name,provenance_name,flux_cols,sequence_number,obs_id,productFilename,fund_periods,fund_powers,sig_periods,sig_powers,sec_periods,sec_powers,thresholds,tics,num_sig_peaks,harm_types,clean60,clean30,clean10,clean,half,dbl,period_short,power_short,SpotEvol,MultiProt,Blended,Q,Q2,Q3,Select,Notes
113668546,CDIPS,TFA1,8,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc.fits,0.7002,0.1457,0.7002,0.1457,0.7698,0.0596,0.035761,113668546,3,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
113668546,QLP,sap_flux,8,hlsp_qlp_tess_ffi_s0008-0000000113668546_tess_v01_llc,hlsp_qlp_tess_ffi_s0008-0000000113668546_tess_v01_llc.fits,19.3927,0.2317,19.3927,0.2317,8.0132,0.084,0.025438,113668546,11,-,TRUE,FALSE,FALSE,FALSE,0,0,8.0132,0.084,,,,,,,,
113668546,CDIPS,TFA2,8,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc.fits,0.6974,0.1232,0.6974,0.1232,0.7696,0.053,0.028192,113668546,5,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
113668546,CDIPS,TFA3,8,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc.fits,0.6985,0.1263,0.6985,0.1263,0.4195,0.0616,0.029443,113668546,5,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
113668546,CDIPS,PCA1,8,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc.fits,0.7008,0.2123,0.7008,0.2123,0.7696,0.0924,0.026843,113668546,5,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,m,y,n,1,2,2,y,secondary peak at 0.77d maybe differential rotation
113668546,CDIPS,PCA2,8,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc.fits,0.7,0.2128,0.7,0.2128,0.7688,0.0967,0.028504,113668546,6,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
113668546,CDIPS,PCA3,8,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588186145017318528-0008-cam3-ccd2_tess_v01_llc.fits,0.6995,0.1869,0.6995,0.1869,0.768,0.103,0.026808,113668546,6,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
113668827,CDIPS,TFA1,8,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc.fits,0.2373,0.0185,-9999,-9999,-9999,-9999,0.028405,113668827,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,3,3,3,n,all junk
113668827,CDIPS,TFA2,8,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc.fits,0.2375,0.0196,-9999,-9999,-9999,-9999,0.031953,113668827,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
113668827,CDIPS,TFA3,8,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc.fits,0.4083,0.0149,-9999,-9999,-9999,-9999,0.02715,113668827,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
113668827,CDIPS,PCA1,8,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc.fits,0.4553,0.016,-9999,-9999,-9999,-9999,0.031027,113668827,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
113668827,CDIPS,PCA2,8,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc.fits,5.253,0.03,-9999,-9999,-9999,-9999,0.033143,113668827,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
113668827,CDIPS,PCA3,8,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005588179444868432000-0008-cam3-ccd2_tess_v01_llc.fits,2.5701,0.0281,-9999,-9999,-9999,-9999,0.031363,113668827,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
130795662,QLP,sap_flux,8,hlsp_qlp_tess_ffi_s0008-0000000130795662_tess_v01_llc,hlsp_qlp_tess_ffi_s0008-0000000130795662_tess_v01_llc.fits,13.4771,0.3276,13.4771,0.3276,4.6155,0.1319,0.026554,130795662,3,-,FALSE,FALSE,FALSE,FALSE,0,0,4.6155,0.1319,,,,2,2,2,n,systematics
130795662,QLP,sap_flux,8,hlsp_qlp_tess_ffi_s0008-0000000130795662_tess_v01_llc,hlsp_qlp_tess_ffi_s0008-0000000130795662_tess_v01_llc.fits,13.4771,0.3276,13.4771,0.3276,4.6155,0.1319,0.025957,130795662,3,-,FALSE,FALSE,FALSE,FALSE,0,0,4.6155,0.1319,,,,,,,,
130795662,QLP,sap_flux,8,hlsp_qlp_tess_ffi_s0008-0000000130795662_tess_v01_llc,hlsp_qlp_tess_ffi_s0008-0000000130795662_tess_v01_llc.fits,13.4771,0.3276,13.4771,0.3276,4.6155,0.1319,0.026337,130795662,3,-,FALSE,FALSE,FALSE,FALSE,0,0,4.6155,0.1319,,,,,,,,
130795662,QLP,sap_flux,8,hlsp_qlp_tess_ffi_s0008-0000000130795662_tess_v01_llc,hlsp_qlp_tess_ffi_s0008-0000000130795662_tess_v01_llc.fits,13.4771,0.3276,13.4771,0.3276,4.6155,0.1319,0.025313,130795662,3,-,FALSE,FALSE,FALSE,FALSE,0,0,4.6155,0.1319,,,,,,,,
130796747,CDIPS,TFA1,8,hlsp_cdips_tess_ffi_gaiatwo0005538544015354705664-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005538544015354705664-0008-cam3-ccd2_tess_v01_llc.fits,0.2365,0.0159,-9999,-9999,-9999,-9999,0.030798,130796747,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,n,n,y,2,2,2,n,junk
130796747,CDIPS,TFA2,8,hlsp_cdips_tess_ffi_gaiatwo0005538544015354705664-0008-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005538544015354705664-0008-cam3-ccd2_tess_v01_llc.fits,0.3028,0.0192,-9999,-9999,-9999,-9999,0.029084,130796747,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,
